chunk_id,program_id,source_type,party_name,year,title,cluster_id,primary_topic_id,primary_topic_label,primary_confidence,secondary_topic_id,secondary_topic_label,secondary_confidence,review_status,reasons,text
RV_1955_chunk_010,RV_1955,party_program,Radikale Venstre,1955,Det Radikale Venstres program af 1955,21,arbejdsmarked_beskaeftigelse,Arbejdsmarked og beskæftigelse,0.88,ligestilling_minoriteter,Ligestilling og minoriteter,0.70,needs_review,"keyword:beskæftigelse, keyword:arbejde, keyword:løn, multi_keyword:3, keyword:kvinder, keyword:mænd","Hvor mæglingen ikke lykkes, og hvor en konflikt vil udsætte omfattende samfundsinteresser for fare, skal sagen kunne indbringes for en fast voldgiftsinstitution, der ud fra en samfundsmæssig vurdering af de stridende parters krav og vilkår træffer afgørelse i konflikten. 11. Tjenestemændene. Det er af den største samfundsmæssige betydning, at lovgivningen fortsat føres ud i livet af dygtige, initiativrige tjenestemænd. Stat og kommune må derfor byde tjenestemændene gode arbejdsforhold og økonomiske kår, der svarer til deres arbejde, uddannelse og ansvar. Forskel i løn efter ægteskabelig stilling afskaffes. 12. Kvinderne i hjem og erhverv. Kvinder bør have samme adgang til arbejde og erhverv som mænd, samme adgang til uddannelse og samme løn for samme arbejde. Det bør tilstræbes, at det huslige arbejde tilrettelægges således, at dets anseelse som erhverv højnes, og der bør gives øget mulighed for, at kvinder indenfor det huslige erhverv kan opnå supplerende uddannelse, som åbner adgang til beskæftigelse ved børneinstitutioner, plejehjem o. lign. Da husmødrene administrerer mange milliarder kroner af nationalindkomsten, bør staten støtte og fremme det værdifulde arbejde, der udføres for dygtiggørelse og uddannelse til det huslige arbejde. 13. Boligpolitikken Gode og sunde boliger er en forudsætning for et harmonisk familieliv og for forebyggelse af sygdom og socialt og menneskeligt uværdige tilstande. Det er derfor samfundets pligt gennem sin bygge- og boligpolitik at afhjælpe og hindre bolignød."
RV_1955_chunk_011,RV_1955,party_program,Radikale Venstre,1955,Det Radikale Venstres program af 1955,21,offentlig_sektor_forvaltning,Offentlig sektor og forvaltning,0.92,bolig_by_landdistrikter,"Bolig, by og landdistrikter",0.70,needs_review,"keyword:offentlige, keyword:kommune, keyword:administration, multi_keyword:3, keyword:bolig, keyword:boliger","Arbejdet med besparende byggemetoder og materialer bør fremmes, hvorved også ufaglærte i stigende grad kan anvendes. Monopolpriser på byggematerialer må hindres. Det må undgås, at for strenge byggeforskrifter eller langsom administration medfører unødvendig fordyrelse af byggeriet, og ansvaret for at byggebudgetterne overholdes, bør skærpes. Lovgivningen bør kalde på det private håndværkerinitiativ og på den enkeltes sunde interesse i at erhverve eget hjem. Værdien af fritidsarbejde ved opførelse af egen bolig bør ikke beskattes. Stat og kommune bør afhænde byggegrunde på jordrentevilkår. Lovgivningen bør tilstræbe, at det sociale foreningsbyggeri udføres af andelsboligforeninger, hvor beboernes bliver medejere af deres boliger. Statens støtte til byggeriets finansiering bør tilrettelægges med det formål at nå frem til normale tilstande på boligmarkedet, og den bør særlig tage sigte på fremskaffelsen af boliger for mindre bemidlede, herunder børnerige familier, enlige forsørgere, invaliderede og de gamle. Støtten må ydes under en sådan form, at interessen for en økonomisk administration af byggeriet skærpes. Saneringen af usunde bydele fremmes i takt med mindelsen af bolignøden. Skattepolitikken Skatterne skal pålignes således, at flid og sparsommelighed ikke modvirkes. Skattesystemet skal forenkles, så skattemyndighedernes administration bliver hensigtsmæssig, og borgernes overblik over beskatningen lettes. 1. Grundskyld. Som et led i en omfattende revision af skattesystemet gennemføres en grundskyldsreform, hvorved samfundsskabte værdier inddrages af det offentlige og grundspekulation hindres. De herved indkomne beløb anvendes til nedsættelse af skatter, der rammer arbejde, opsparing og forbrug."
RV_1955_chunk_012,RV_1955,party_program,Radikale Venstre,1955,Det Radikale Venstres program af 1955,12,offentlig_sektor_forvaltning,Offentlig sektor og forvaltning,0.72,oekonomi_skat_finans,"Økonomi, skat og finanspolitik",0.70,needs_review,"keyword:offentlige, keyword:kommuner, keyword:kommune, multi_keyword:3, keyword:økonomi, keyword:skatter","Nybyggeri bør være skattefrit, og den på bestående bygninger og forbedringer hvilende ejendomsskyld afvikles gradvis. 2. Indkomst- og kommunebeskatningen. Indkomstbeskatningen skal tage vidtgående hensyn til skatteevne, herunder særligt til forsørgerbyrder. Børnetilskudssystemet reformeres og afpasses, således at børnefradragene i den skattepligtige indtægt erstattes af børnetilskud. Ved hustruers og enlige forsørgeres arbejde uden for hjemmet tages rimeligt hensyn til de forøgede udgifter, fravær fra hjemmet medfører. Den hårde beskatning af indtægtsstigninger – herunder særligt af nye erhvervsdrivende indtægter – modvirker arbejdsomheden og skal derfor lempes. Beskatningen af mellemindtægterne lettes. Afskrivningsregler og regler om henlæggelser til investeringsfonde skal indeholde en rimelige tilskyndelse til konsolidering og udbygning af erhvervslivet. Frigrænsen for formuebeskatningen hæves væsentlig. Skattelovgivningen må tilstræbe en udligning, der hindrer, at skattely opstår som følge af, at de mest velhavende samler sig i enkelte kommuner. 3. Forbrugsbeskatningen. Forbrugsbeskatningen må i almindelighed kun alene påhvile undværlige varer. De offentlige værker må ikke benyttes som skattekilde. Forbrugsskatter på nødvendighedsvarer, indført som led i en krisepolitik, ophæves, når normale økonomiske tilstande indtræder. 4. Sparsommelighed i forvaltningen Det offentliges skatteindtægter er betroede midler. Sparsommelighed i forvaltningen skal derfor sikres, og forvaltningen tilrettelægges rationelt. Lovgivningen om skatter og offentlige byrders fordeling bør udformes, så den enkelte kommune er interesseret i en god økonomi. Offentlige udgifter må bortfalde, når forudsætningerne for deres indførelse ikke længere er til stede. Socialpolitik Socialpolitikken må sigte mod at fjerne årsagerne til social nød og at forebygge de ulykker, den medfører, ved at bevare og styrke det enkeltes menneskes muligheder for at klare sig ved egen hjælp."
RV_1955_chunk_013,RV_1955,party_program,Radikale Venstre,1955,Det Radikale Venstres program af 1955,21,boern_unge_familie,"Børn, unge og familie",0.86,skole_uddannelse_forskning,"Skole, uddannelse og forskning",0.32,needs_review,"keyword:børn, keyword:unge, keyword:familie, multi_keyword:3, keyword:uddannelse","For dem, der er kommet under offentlig forsorg, må genrejsningsarbejdet sættes i forgrunden. Et nøjere samarbejde mellem de sociale hjælpeinstitutioner må derfor tilvejebringes. Personlig rådgivning må gå hånd i hånd med den økonomiske hjælp. 1. Hjemmene og børnene Ægteskab og svangerskab bør ikke i sig selv være lovlig afskedigelsesgrund, og kvindens velfærd før og efter fødslen bør om fornødent sikres ved økonomisk støtte. Særlig støtte gives enlige forsørgere, så de får mulighed for at give deres børn en harmonisk barndom og en god uddannelse. Børneforsorgen bør tilstræbe, at det kun undtagelsesvist bliver nødvendigt at anbringe uden for deres hjem. Intet barn må fjernes fra sit hjem alene af økonomiske grunde. Forældreløse børn bør anbringes i gode private hjem eller børnehjem, som ledes i en sådan ånd, at børnene kan føle sig trygge. Der bør gives børnehjemmenes ledere og medarbejderes sådanne vilkår, at personer med god uddannelse og gode personlige egenskaber vil søge hen til denne ansvarsfulde gerning. Oplysnings- og rådgivningsvirksomhed vedrørende personlige, familiemæssige og økonomiske problemer støttes, og alle unge bør have oplysning om de problemer, der står i forbindelse med stiftelse af familie og hjem. 2. Sygeforsikringen. Sygekasseordningen omformes til en alle omfattende sygeforsikring med offentlig større. Den bør give hele befolkningen mulighed for regelmæssige forebyggende helbredsundersøgelser. Den nuværende dyre og splittede administration forenkles, og medlemsbidragene opkræves sammen med skatterne."
RV_1955_chunk_014,RV_1955,party_program,Radikale Venstre,1955,Det Radikale Venstres program af 1955,10,aeldre_omsorg,Ældre og omsorg,1.02,offentlig_sektor_forvaltning,Offentlig sektor og forvaltning,0.56,needs_review,"keyword:plejehjem, keyword:pleje, multi_keyword:2, keyword:offentlige, keyword:kommune, multi_keyword:2","3. Hospitaler og plejehjem. Hvor sygehusophold væsentlig er begrundet i sikring af den nødvendige pleje, erstattes den meget dyre hospitalsbehandling af ophold på plejehjem. For kronisk syge opretholdes behandlings- og plejehjem. Gennem rekreationshjem må der gives hospitalsbehandlede og andre fysisk eller psykisk svækkede muligheder for genvindelse af helbred og arbejdsevne. Forsorgen for sindslidende moderniseres gennem en udbygning af hospitalerne og adgang til konsultation med forebyggende formål. Det offentlige bør medvirke til, at der oprettes plejehjem også for gamle mennesker, der ikke opfylder betingelserne for optagelse i almindelige aldersrenteboliger og alderdomshjem, og som ikke har mulighed for anden pleje, men som er i stand til at yde en rimelig betaling. 4. Invalidelovgivningen. Invalidelovgivningen ændres, så dens hovedopgave bliver at sætte de invaliderede i stand til at ernære sig selv og deres familie ved eget arbejde. Det offentlige må yde tilstrækkelig økonomisk sætte under opskolingen, og stat, kommune og andre offentlige myndigheder må gå i spidsen med ansættelse af invaliderede og andre erhvervshæmmede. Der må yders støtte til opførelse af særlige bolig- og værkstedsbygninger, hvor stærkt invaliderede efter evne kan bidrage til deres eget underhold. Invaliderenten må give de invaliderede rimelige livsvilkår og skal kunne gives som tilskud til arbejdsindtægt og aftrappes efter erhvervsevne. Rentesatserne gøres ens for hele landet. 5. Ædruelighedssamarbejdet. Såvel alkoholismens sociale og menneskelige ulykker som de moderne trafikmidler og teknikkens udvikling indenfor erhvervslivet nødvendiggør, at kravene om ædruelighed skærpes."
RV_1955_chunk_015,RV_1955,party_program,Radikale Venstre,1955,Det Radikale Venstres program af 1955,21,retspolitik_kriminalitet,"Retspolitik, politi og kriminalitet",0.70,arbejdsmarked_beskaeftigelse,Arbejdsmarked og beskæftigelse,0.44,needs_review,"keyword:kriminalitet, keyword:kriminelle, keyword:retssikkerhed, multi_keyword:3, keyword:arbejde, keyword:pension","Afholdsbevægelsens og andre institutioners forebyggende arbejde og arbejdes for alkoholskadedes helbredelse bør derfor nyde virksom støtte. 6. Folkepension. Aldersrenten afløses af en almindelige folkepension, der sikrer alle gamle en for hele landet ensartet årlig pension. Folkepensioneringen bør påbegyndes straks og videreføres med gradvis stigende satser, fortsat under hensyntagen til de finansielle og økonomiske muligheder. Gennemførelsen søges fremskyndet ved besparelser på statens uproduktive udgifter. Retsplejen Formålet med samfundets bekæmpelse af kriminalitet må være ved forebyggende foranstaltninger og påvirkning at beskytte samfundet og den enkelte borger mod kriminelle handlinger og at værne samfundets medlemmer mod fare for forledelse til lovbrud. Det strafbares område bør stedse begrænses til, hvad hensynet til samfundsinteresser og til medborgernes retssikkerhed med afgørende vægt kræver. Behandlingen af lovovertrædere bør tilstræbe at fjerne årsagerne til kriminaliteten og øge mulighederne for lovlydig livsførelse i fremtiden. Reformeringen af fængselsvæsenet må ske i overensstemmelse med resultaterne af den nyere tids forskning. Forbindelsen med det borgerlige liv opretholdes i størst mulig omfang. Tilpasningen til det frie liv søges fremmet ved behandling i åbne anstalter. Bestræbelserne for at lette overgangen til fri livsførelse støttes. Offentlighed i retsplejen og borgernes medvirken ved skyldsbedømmelsen fastholdes som afgørende garantier for tilliden til retshåndhævelsen. Indtil domfældelse er sket, bør en sigtet eller tiltalt ikke behandles eller betragtes som skyldig. Det må sikres, at offentlig omtale af en sag ikke bringes i en form, der kan påvirke den afgørelse, der skal træffes, og at referater fra offentlige retsmøder er loyale."
RV_1955_chunk_016,RV_1955,party_program,Radikale Venstre,1955,Det Radikale Venstres program af 1955,18,kultur_medier_idraet,"Kultur, medier og idræt",0.86,skole_uddannelse_forskning,"Skole, uddannelse og forskning",0.86,needs_review,"keyword:kunst, keyword:presse, keyword:kirke, multi_keyword:3, keyword:uddannelse, keyword:skole","Offentlig votering i højesteret gennemføres. Dommerne bør, foruden den sædvanlige juridiske uddannelse, have teoretisk uddannelse, have teoretisk uddannelse i kriminologi samt en praktisk juridisk uddannelse, der er egnet til at udvikle og uddybe deres kendskab til mennesker og menneskelige forhold. Det bør sædvanligvis være en betingelse for adgang til dommerstilling i de overordnede domstole, at vedkommende har været dommer i underretten. Folkets kulturelle liv Det er en hovedopgave for Det Radikale Venstre at hævde friheden indenfor alle åndslivets områder. Tidens tiltagende specialisering, dens organisationstvang og større ensformighed i arbejdet indeholder en fare for påvirkning af mennesket i enstænkende retning. Denne fare må bekæmpes. Selvstændig tænkning og personlig udvikling, der forudsætter fuld frihed i alle åndelige, kulturelle og politiske spørgsmål, er et af demokratiets mål og samtidig en betingelse for dets sundhed. Der må i al uddannelse og opdragelse lægges stærk vægt på udvikling af ansvarsfølelse, personlighed og på hensyntagen til medmennesket. Det Radikale Venstre vender sig derfor imod enhver tendens til ensretningen indenfor kunst, skole, videnskab, kirke, litteratur, presse, film, radio og fjernsyn. Enhver livsanskuelse og politisk standpunkttagen skal have lige ret til at komme til orde. Samfundets bekæmpelse af underlødig, brutaliserende litteratur, presse og film bør ske ved en indsats i positiv retning. Lovgivningsmagtens indflydelse i kulturel henseende på det statsdrevne teater, radio og fjernsyn bør kun have til formå at sikre frihed og tolerance."
RV_1955_chunk_017,RV_1955,party_program,Radikale Venstre,1955,Det Radikale Venstres program af 1955,19,skole_uddannelse_forskning,"Skole, uddannelse og forskning",2.32,,,,needs_review,"keyword:uddannelse, keyword:skole, keyword:skoler, keyword:folkeskolen","Der gennemføres en reform af biografvæsenet, som fjerner vilkårligheden i det bestående system og frigør det for monopolmagtens indflydelse. 1. Folkeskolen det centrale i folkeoplysningen. Børneskolen bør opbygges efter barnets naturlige behov og udviklingstrin og ikke efter krav fra videregående skoler eller fra erhvervslivet. Børneskolen skal først og fremmest lære børnene de elementære fag, dansk, skrivning og regning, der er nødvendige forudsætninger for dygtiggørelse til det praktiske live og til videre uddannelse. Gennem undervisning i medborgerkundskab og familiekundskab skal børnene forberedes til at blive værdifulde samfundsborgere og bibringes forståelse af fællesskabet mellem alle verdens folk. Derudover må målet være at levendegøre åndsfagene, så børnenes sans for åndelige værdier udvikles. Folkeskolen bør altid have en central plads i vor folkeoplysning og være åben overfor resultaterne af den pædagogiske forskning. Skoleloven af 1937 bør føres ud i livet og tilpasses efter de indhøstede erfaringer. Private skoler må som hidtil kunne virke side om side med den offentlige skole og nyde offentlig støtte. 2. Ungdommens uddannelse. Under, der søger dygtiggørelse i praktiske erhverv eller i undervisning af almendannende karakter, bør have fornøden støtte til ophold på højskoler, fagskoler og kursus. Ingen ung, der ved evner og flid har vist anlæg for uddannelse ved universiteter og højere læreanstalter, bør af økonomiske grunde afskæres derfra. 3. Ungdommens fritid. I samarbejde med det frie oplysningsarbejde og foreningsliv bør samfundet medvirke til, at ungdommens fritid udnyttes på god og frugtbar måde."
RV_1955_chunk_018,RV_1955,party_program,Radikale Venstre,1955,Det Radikale Venstres program af 1955,18,kultur_medier_idraet,"Kultur, medier og idræt",0.54,skole_uddannelse_forskning,"Skole, uddannelse og forskning",0.32,needs_review,"keyword:kultur, keyword:folkekirke, multi_keyword:2, keyword:forskning","Gode ydre rammer for ungdomsarbejdet bør skabes. På landet må der i forbindelse med skolebyggeriet tilvejebringes lokaler til brug for ungdomsarbejdet. Der bør ydes det lokale initiativ bistand til at erstatte forældede forsamlingshuse med tidssvarende lokaler. I byerne bør der med offentlig støtte tilvejebringes egnede lokaler til ungdomsarbejdet, herunder også lokaler til fritidsklubber. 4. Den videnskabelige forskning. De højre læreanstalters forsknings- og lærefrihed sikres. Der ydes den videnskabelige forskning rundelig støtte i erkendelse af dens store betydning for dansk kultur og økonomi. 5. Den kirkelige frihedslinie. På kirkens område bør den historiske frihedslinie videreføres. Den rummelige folkekirke med folketinget som tolerancens vogter har betydet en sikring af et frit menighedslivs. Det Radikale Venstre vender sig mod ethvert forsøg på at indføre en særlig kirkelig repræsentation mellem menighederne og den lovgivningsmagt, som gennem en hundredårig udvikling aldrig har misbrugt sin magt på det kirkelige eller religiøse område. 6. Nationale mindretal. Nationale mindretal indenfor dansk statsområde bør have fuld sproglig og kulturel frihed. Det Radikale Venstre vil arbejde for, at der i overensstemmelse med menneskerettighedernes erklæring tilsikres nationale mindretal i alle lande sådan sproglig og kulturel frihed. Det Radikale Venstres følger med vågen opmærksomhed kulturkampen i Sydslesvig og vil yde sin virksomme støtte til arbejde for, at dansksindede sydslesvigeres ønsker om at leve sig ind i danske åndsliv og dansk kulturliv kan virkeliggøres. -------------- På grundlag af dette program henvender Det Radikale Venstre sig til danske borgere af alle erhverv og alle samfundslag."
S_1961_chunk_000,S_1961,party_program,Socialdemokratiet,1961,Vejen frem,1,erhverv_konkurrence_ivaerksaetteri,"Erhverv, konkurrence og iværksætteri",0.44,,,,needs_review,"keyword:investering, keyword:produktion, multi_keyword:2","Den demokratiske socialisme har som mål at frigøre mennesket, sikre dets tryghed og give det mulighed for en fri udvikling under ansvar over for fællesskabet. For at nå dette mål må fællesskabet lægge rammerne for samfundets udvikling. Hensynet til hele befolkningen må sættes over private profitinteresser. Almenvellet må være afgørende ved planlægningen af opgaver. Den nødvendige tilpasning af ejendomsretten må fortsætte. Formerne, hvorunder man yder sin indsats og gør sin indflydelse gældende, må i hvert enkelt tilfælde måles ud fra en vurdering af helhedens vel og indebærer såvel offentlig som privat ret. Hvor hensynet til samfundet kræver det, må fællesskabet tage det fulde ansvar for investering og produktion. Ethvert menneske må sikres større indflydelse og påtage sig et virkeligt medansvar såvel i det offentlige som på arbejdspladsen og i organisationer."
S_1961_chunk_001,S_1961,party_program,Socialdemokratiet,1961,Vejen frem,4,ideologi_samfundssyn,Ideologi og samfundssyn,1.04,demokrati_retsstat_forfatning,"Demokrati, retsstat og forfatning",0.54,needs_review,"keyword:socialisme, keyword:kapitalisme, keyword:frihed, multi_keyword:3, keyword:frihedsrettigheder, keyword:deltagelse","De store tekniske og videnskabelige fremskridt åbner uanede muligheder for fremgang og velfærd for alle verdens folk, men stiller os samtidig over for truslen om total undergang. Gennem aktiv deltagelse i internationalt samarbejde må vort land yde sit til en afværgelse af de farer, udviklingen rummer. Danmark må bidrage til en kontrolleret international afrustning og til afspænding uden prisgivelse af sikkerheden. På menneskerettighedernes grund vil den demokratiske socialisme sikre alle folk og alle lande fred. Vejen må gå gennem internationalt samarbejde og gennem åben kontakt mellem forskellige verdensdele, forskellige folkeslag og forskellige kulturformer. For den demokratiske socialisme er kravet om menneskets frihed uløseligt forbundet med kravet om social retfærdighed og lige adgang til kulturgoderne. Herved bliver den demokratiske socialisme modsætningen til diktatur og kapitalisme. Menneskets frigørelse er umulig under et diktatursystem, der berøver de enkelte borgere deres borgerlige frihedsrettigheder. Men menneskets frihed er heller ikke sikret, så længe de sociale privilegier, som kapitalismen har skabt, opretholdes. Gennem det menneskelige samarbejde skal sådanne samfundsformer udvikles, at de videnskabelige og tekniske fremskridt bliver til velfærd for alle mennesker, og fredeligt samarbejde sikres mellem alle jordens folk. Vor tids udfordring er kravet om frihed og fred, tryghed og velfærd for menneskene. Den demokratiske socialisme er svaret på denne udfordring."
S_1961_chunk_002,S_1961,party_program,Socialdemokratiet,1961,Vejen frem,18,demokrati_retsstat_forfatning,"Demokrati, retsstat og forfatning",0.86,ideologi_samfundssyn,Ideologi og samfundssyn,0.72,needs_review,"keyword:demokrati, keyword:folkestyre, keyword:ytringsfrihed, multi_keyword:3, keyword:socialisme, keyword:frihed","Frihed og fællesskabstroen på mennesket og viljen til at skabe lige muligheder for alle tilværelsen igennem er grundlag, hvorpå den demokratiske socialisme bygger. Samvittighedsfrihed, tankefrihed og talefrihed er forudsætninger for, at det enkelte menneske kan opnå personlig udfoldelse. Organisationsfrihed, forsamlingsfrihed og ytringsfrihed er de helt centrale betingelser for, at et folkestyre kan bestå og udvikles. Men den demokratiske socialismes frihedsbegreb rækker videre. Det kapitalistiske system medfører en økonomisk ulighed langt udover, hvad den enkeltes indsats betinger. Denne ulighed betyder frihed for de få på bekostning af de mange. Den demokratiske socialisme må derfor arbejde for en demokratisering af hele samfundslivet, så det enkelte menneske får forudsætninger for frit valg, erhvervsmæssigt og kulturelt. Det kapitalistiske samfunds ulighed og den uhæmmede økonomiske magtudfoldelse er den fare, der truer et frit samfund. Den samfundsmæssige planlægning er midlet til at forhindre den utryghed og det kaos, der er det politiske diktaturs grobund og den alvorligste trussel mod den personlige frihed. Det er nødvendigt for bevarelsen af et frit folkestyre, at opdragelse til demokrati får en central plads i hjem og i skole, på arbejdsplads og i folkeoplysning, således at der i højere grad vækkes den enkeltes ansvarsbevidsthed og forpligtelse over for medmennesket og over for samfundets anliggender."
S_1961_chunk_003,S_1961,party_program,Socialdemokratiet,1961,Vejen frem,2,arbejdsmarked_beskaeftigelse,Arbejdsmarked og beskæftigelse,0.82,ligestilling_minoriteter,Ligestilling og minoriteter,0.54,needs_review,"keyword:beskæftigelse, keyword:arbejde, keyword:løn, multi_keyword:3, keyword:kvinder, keyword:mænd","Ret til arbejde. Den samfundsmæssige planlægning er midlet til at sikre fuld beskæftigelse og stadige økonomiske fremskridt. Samtidig er det afgørende at fremme samarbejdet mellem det offentlige og erhvervslivets parter. Det er en samfundsmæssig interesse, at trygheden i arbejdet finder sådanne former, at livets frie udvikling ikke hæmmes. Forudsætningen for den højest mulige levestandard er fuld beskæftigelse og et ydedygtigt erhvervsliv. Det er nødvendigt at forene et effektivt erhvervsliv med et menneskeligt sundt klima på arbejdspladsen. Der lægges afgørende vægt på det snævreste mulige samarbejde med den frie bevægelse. Gennem de faglige organisationer sikres lønmodtagerne medbestemmelsesret om arbejdsforhold og større direkte indflydelse inden for erhvervslivet. De tekniske og økonomiske forskydninger understreger nødvendigheden af en fortsat politisk indsats for at skabe tryghed i ansættelsen. Arbejdet skal betales efter sin værdi; der må skabes lige mulighed for erhvervsmæssig uddannelse, lige kvalificerede må have samme adgang til ethvert arbejde, og lige løn for mænd og kvinder må gennemføres. Fortsat fremgang sikres for lavtlønnede befolkningsgrupper, således at den sociale ulighed udjævnes."
